epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5010042190551758,0.5013211369514465,0.7220146656036377,0.5019776225090027,0.5,0.6944715976715088
1,0.5626577734947205,0.6096035242080688,0.6680189967155457,0.7242046594619751,0.8449875712394714,0.6213992834091187
2,0.8317333459854126,0.9069973826408386,0.3990580141544342,0.8702923655509949,0.9413927793502808,0.32151690125465393
3,0.8802122473716736,0.9445801973342896,0.3082258403301239,0.8886070251464844,0.9561550617218018,0.2836381793022156
4,0.8935527205467224,0.9544728994369507,0.27776819467544556,0.8975924253463745,0.960391640663147,0.2668703496456146
5,0.9031895399093628,0.9609951376914978,0.2569141387939453,0.9036113619804382,0.9632085561752319,0.25658807158470154
6,0.9088094830513,0.9639678597450256,0.2457699477672577,0.8972055315971375,0.9640935063362122,0.27090901136398315
7,0.9142820239067078,0.9683226346969604,0.23097150027751923,0.9058899283409119,0.9674116373062134,0.2453823983669281
8,0.9188516736030579,0.9699088335037231,0.22422577440738678,0.909673273563385,0.9675264954566956,0.23882468044757843
9,0.9234029054641724,0.9733660221099854,0.2117720991373062,0.9116079211235046,0.9687758088111877,0.2373155653476715
10,0.925190269947052,0.9745032787322998,0.20692776143550873,0.9121668338775635,0.9689709544181824,0.23535825312137604
11,0.9293177127838135,0.9773015975952148,0.19607651233673096,0.9113499522209167,0.969470202922821,0.23649072647094727
12,0.932855486869812,0.9794379472732544,0.18664270639419556,0.9134135842323303,0.9697330594062805,0.23020130395889282
13,0.936245858669281,0.9812614917755127,0.17886540293693542,0.9127687215805054,0.9689779281616211,0.23233811557292938
14,0.9397099614143372,0.983356237411499,0.1698940545320511,0.9138435125350952,0.9692809581756592,0.23193638026714325
15,0.9420500993728638,0.9846585988998413,0.16338121891021729,0.8957437872886658,0.9687773585319519,0.2695387005805969
16,0.9454404711723328,0.9865095019340515,0.15356315672397614,0.9113929271697998,0.9692714810371399,0.23964302241802216
17,0.9509130120277405,0.9879474639892578,0.14507931470870972,0.9117369055747986,0.9687741994857788,0.24268414080142975
18,0.9542665481567383,0.9898284077644348,0.134417325258255,0.910146176815033,0.9664828181266785,0.2830588221549988
