epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.522415280342102,0.5347647070884705,0.7436054944992065,0.5832329988479614,0.6211846470832825,0.6919667720794678
1,0.6240717768669128,0.6739404797554016,0.6693040728569031,0.755202054977417,0.8215060830116272,0.5670322179794312
2,0.7805273532867432,0.8541562557220459,0.5249977111816406,0.8311693668365479,0.9131052494049072,0.44147971272468567
3,0.8242707848548889,0.8970165252685547,0.45457202196121216,0.8325881361961365,0.9312626719474792,0.4170127213001251
4,0.8436181545257568,0.9167002439498901,0.4175303876399994,0.875236451625824,0.9434358477592468,0.3576914072036743
5,0.8575666546821594,0.927432656288147,0.39750656485557556,0.8808684349060059,0.9476556777954102,0.361051082611084
6,0.8703174591064453,0.9367150068283081,0.3736528158187866,0.8843938112258911,0.9539719820022583,0.3274436593055725
7,0.8772825002670288,0.9425777196884155,0.356497198343277,0.8834049701690674,0.9579095840454102,0.32589393854141235
8,0.8821285963058472,0.9465174674987793,0.34456315636634827,0.8928202986717224,0.9594496488571167,0.3089071214199066
9,0.885353147983551,0.9493193030357361,0.3363152742385864,0.8985812664031982,0.9601755738258362,0.3047182261943817
10,0.8883565664291382,0.9518446326255798,0.3271458148956299,0.8986672163009644,0.9607530236244202,0.3016345798969269
11,0.8899412155151367,0.9532396197319031,0.32227689027786255,0.9002149701118469,0.9628939628601074,0.29372620582580566
12,0.8937369585037231,0.9553436040878296,0.31601807475090027,0.9062339067459106,0.9627862572669983,0.29728391766548157
13,0.8956164717674255,0.9564157724380493,0.31042203307151794,0.9047291278839111,0.9633174538612366,0.3109576106071472
14,0.8958559632301331,0.9571066498756409,0.3081517517566681,0.9049011468887329,0.9653798341751099,0.2817825675010681
15,0.8990805149078369,0.9590131044387817,0.30250880122184753,0.9069217443466187,0.9661210179328918,0.2839241623878479
16,0.9000202417373657,0.9597468376159668,0.2989143431186676,0.9074376821517944,0.9659516215324402,0.27769237756729126
17,0.9016602039337158,0.9613020420074463,0.29379644989967346,0.9071797132492065,0.9658032655715942,0.2979857325553894
18,0.9030053019523621,0.9611498117446899,0.2925225794315338,0.9091143608093262,0.966880202293396,0.27826517820358276
19,0.9038712978363037,0.9619451761245728,0.2908519506454468,0.9077816009521484,0.9674302935600281,0.29003575444221497
20,0.9051979780197144,0.9629630446434021,0.2878282368183136,0.9023215770721436,0.9677087068557739,0.2809034287929535
21,0.906524658203125,0.9643825888633728,0.28338122367858887,0.9118228554725647,0.9682663679122925,0.26960891485214233
22,0.9045714735984802,0.9631240367889404,0.2852718234062195,0.9097592234611511,0.9680504202842712,0.2689644694328308
23,0.9085884094238281,0.9654741287231445,0.2774917483329773,0.9088563919067383,0.9679067134857178,0.26962345838546753
24,0.9078329205513,0.9655619859695435,0.2772118151187897,0.9137145280838013,0.9692376255989075,0.26776349544525146
25,0.9112417101860046,0.9672074913978577,0.271860808134079,0.9128977060317993,0.9683570265769958,0.276375412940979
26,0.9136555194854736,0.9683652520179749,0.26859936118125916,0.9076955914497375,0.968871533870697,0.2694350779056549
27,0.9135081171989441,0.9684999585151672,0.26657578349113464,0.9122527837753296,0.9687778949737549,0.2643851041793823
28,0.9122920036315918,0.9686393737792969,0.26673442125320435,0.9084694981575012,0.9676219820976257,0.28305280208587646
29,0.9149637818336487,0.9692973494529724,0.2642115652561188,0.9139724969863892,0.9691801071166992,0.2689012289047241
30,0.9157376885414124,0.970366358757019,0.2606886923313141,0.9119948148727417,0.9695484638214111,0.26329174637794495
31,0.9158666729927063,0.9702483415603638,0.2603360712528229,0.9118228554725647,0.9697859883308411,0.26236701011657715
32,0.9164378643035889,0.9705384373664856,0.25865697860717773,0.9121237993240356,0.9681950807571411,0.2664864957332611
33,0.9187411069869995,0.9722321033477783,0.25278106331825256,0.9147893190383911,0.9693233966827393,0.2624548375606537
34,0.920491635799408,0.9731223583221436,0.24908795952796936,0.9131986498832703,0.9693074822425842,0.2611221969127655
35,0.9191833734512329,0.9727391600608826,0.25157883763313293,0.9122098088264465,0.9701758623123169,0.26273682713508606
36,0.9207127094268799,0.9734127521514893,0.24820482730865479,0.9156062006950378,0.9702373743057251,0.26059380173683167
37,0.9232370853424072,0.9746515154838562,0.24303904175758362,0.9111779928207397,0.9701177477836609,0.26073649525642395
38,0.921007513999939,0.9734079241752625,0.2481342852115631,0.9138005375862122,0.9686922430992126,0.27020886540412903
39,0.9244900345802307,0.9756850600242615,0.23992496728897095,0.9091573357582092,0.9682864546775818,0.2839699983596802
40,0.9244163632392883,0.9755828976631165,0.2401682585477829,0.9144883751869202,0.9686565399169922,0.26679858565330505
41,0.9262405633926392,0.9765099287033081,0.23680956661701202,0.9165090322494507,0.9690681099891663,0.26234564185142517
42,0.9264800548553467,0.9767298698425293,0.23530559241771698,0.9102751612663269,0.9689108729362488,0.2657111883163452
43,0.9283779263496399,0.9774770736694336,0.2318253368139267,0.915176272392273,0.9704400300979614,0.25638917088508606
44,0.928451657295227,0.9775329828262329,0.23143212497234344,0.9141874313354492,0.9688754081726074,0.2618164122104645
45,0.9297230839729309,0.9780814051628113,0.2283388376235962,0.9121237993240356,0.9691393971443176,0.2763155698776245
46,0.9306628108024597,0.9791545867919922,0.22493162751197815,0.9090283513069153,0.9688785076141357,0.2833783030509949
47,0.9299625754356384,0.979184627532959,0.22520899772644043,0.9138864874839783,0.9689083099365234,0.2742779552936554
48,0.9323211312294006,0.9800383448600769,0.22110877931118011,0.8875322341918945,0.9686128497123718,0.32250359654426575
49,0.9308470487594604,0.9800035357475281,0.2224857658147812,0.9162940382957458,0.9693695306777954,0.26671135425567627
50,0.9330028891563416,0.9801298975944519,0.22048752009868622,0.9060189127922058,0.9681057929992676,0.29644834995269775
51,0.9346243739128113,0.9814068675041199,0.21580234169960022,0.9131986498832703,0.9691278338432312,0.27133384346961975
52,0.9339241981506348,0.9812518358230591,0.2159223109483719,0.9121668338775635,0.9688112735748291,0.2707037031650543
53,0.9345322251319885,0.9818367958068848,0.21389715373516083,0.9107480645179749,0.9685248732566833,0.2740079462528229
54,0.936798632144928,0.982236921787262,0.21170827746391296,0.9159930944442749,0.969853401184082,0.2681270241737366
55,0.9356378316879272,0.9823490381240845,0.21103312075138092,0.9158211350440979,0.9688552618026733,0.2726084589958191
56,0.9381990432739258,0.9833126068115234,0.20614643394947052,0.9085554480552673,0.9683001041412354,0.27831709384918213
57,0.9385122656822205,0.9832960963249207,0.20627877116203308,0.9132845997810364,0.9689493179321289,0.27955320477485657
58,0.9399310946464539,0.9841830134391785,0.20277319848537445,0.9126827120780945,0.9685887694358826,0.26645204424858093
59,0.9403180480003357,0.9836474061012268,0.20394736528396606,0.9127687215805054,0.9691794514656067,0.26973041892051697
60,0.9422895908355713,0.9850903749465942,0.19779175519943237,0.9154772162437439,0.9691727757453918,0.2655276656150818
61,0.9421053528785706,0.9852920770645142,0.19769468903541565,0.9144454002380371,0.9693799018859863,0.2700580358505249
62,0.9414788484573364,0.9850583076477051,0.19799411296844482,0.9143593907356262,0.9693779945373535,0.27191758155822754
63,0.9426581263542175,0.9858230948448181,0.19394762814044952,0.914230465888977,0.9688203930854797,0.2782977521419525
64,0.9435057640075684,0.986373782157898,0.192255437374115,0.9146603345870972,0.9685664176940918,0.2766234278678894
65,0.9443901777267456,0.9863559007644653,0.19164080917835236,0.9143164157867432,0.9688167572021484,0.2753485143184662
66,0.9452930688858032,0.9865882992744446,0.19082747399806976,0.9114789366722107,0.9678009152412415,0.2841302454471588
67,0.9449613690376282,0.9869840741157532,0.18911069631576538,0.9147463440895081,0.9677844047546387,0.27938657999038696
68,0.9454036355018616,0.9868701100349426,0.18869423866271973,0.9133275747299194,0.9682391285896301,0.27205175161361694
69,0.9493283629417419,0.9879103899002075,0.18342970311641693,0.9098882079124451,0.967540979385376,0.2860233783721924
70,0.9479095935821533,0.9880461692810059,0.18240463733673096,0.9132845997810364,0.9676558375358582,0.27909672260284424
71,0.9489229917526245,0.9881618618965149,0.18245510756969452,0.9150902628898621,0.9672144651412964,0.2745164930820465
72,0.9496784806251526,0.9889289736747742,0.17917712032794952,0.9101032018661499,0.9657763242721558,0.28920233249664307
73,0.9498811364173889,0.9886245727539062,0.17904755473136902,0.904643177986145,0.966335654258728,0.31338199973106384
74,0.9520001411437988,0.9895707368850708,0.17378830909729004,0.9087274074554443,0.9655593633651733,0.30564558506011963
75,0.9504708051681519,0.9887639880180359,0.17823806405067444,0.9134565591812134,0.9671958684921265,0.28692081570625305
76,0.9530688524246216,0.9900975227355957,0.17161916196346283,0.9118658900260925,0.9668914675712585,0.29140573740005493
77,0.9529030323028564,0.9901052713394165,0.17229701578617096,0.9123817682266235,0.9653884768486023,0.2874812185764313
78,0.9523502588272095,0.9898183941841125,0.1736336499452591,0.9129406809806824,0.9669381976127625,0.2864428758621216
79,0.9539164304733276,0.9901924729347229,0.16911424696445465,0.9045571684837341,0.9649622440338135,0.2940084636211395
80,0.955040454864502,0.9908729195594788,0.16651377081871033,0.9108770489692688,0.9669028520584106,0.2962896227836609
